Database of Origin,MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),RELAB,MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB)
2359.0,0.31045218706130984,0.5246981859207154,0.4274266004562378,0.7620788000000001,0.7790213346481323,0.3426879942417145,0.46570653915405275,0.5246789574623107,0.5924345016479492,0.7449167966842651,0.2239725947380066,0.5559403896331787,0.3912437975406647,0.5706779837608338,0.5894724130630493,0.3049671769142151,0.5056219999999999,0.4085784077644348,0.5138503789901734,0.46378729343414304,0.5619311810000001,0.34437753558158873,0.8106006026268006,0.6323240756988525,0.904697060585022,0.3923380017280579,0.2873715102390503,0.2531941652297974,0.6080672025680542
2360.0,0.31077298521995544,0.5253999829292297,0.42722299695014954,0.762186,0.7788255214691162,0.34273698925971985,0.4656359851360321,0.5226184725761414,0.5904986262321472,0.7436659932136536,0.2224929928779602,0.553388237953186,0.3925569951534271,0.5689399838447571,0.5899270176887512,0.30587124824523926,0.5055,0.4099830090999603,0.5127999782562256,0.4632279872894287,0.560455978,0.34241244196891785,0.8140580058097839,0.6319266557693481,0.9047709703445435,0.39121299982070923,0.28703364729881287,0.2635357081890106,0.6067050099372864
2361.0,0.3109855890274048,0.5258805871009826,0.4272063970565796,0.762082,0.7786296963691711,0.3427561938762665,0.4642553985118866,0.5205578804016113,0.5886433601379395,0.742111599445343,0.22099179327487944,0.5508766889572143,0.39394659399986265,0.5693737864494324,0.5901870131492615,0.30677536129951477,0.504222,0.41047040820121766,0.5119115829467773,0.46256932616233826,0.5590431810000001,0.3404472529888153,0.8170464038848877,0.6306367874145508,0.9048448920249939,0.3949003994464874,0.28660492300987245,0.2738777458667755,0.6053427457809448
2362.0,0.3111981928348541,0.5263611912727356,0.42718979716300964,0.761978,0.778433871269226,0.34277539849281313,0.4628748118877411,0.5184972882270813,0.5867880940437317,0.7405572056770324,0.2194905936717987,0.5483651399612427,0.39533619284629823,0.5698075890541077,0.5904470086097717,0.3076794743537903,0.502944,0.410957807302475,0.5110231876373291,0.4619106650352478,0.557630384,0.3384820640087128,0.8200348019599915,0.6293469190597534,0.9049188137054444,0.3985877990722656,0.28617619872093203,0.2842197835445404,0.6039804816246033
2363.0,0.3114107966423035,0.5268417954444885,0.4271731972694397,0.7618739999999999,0.778238046169281,0.3427946031093597,0.46149422526359557,0.5164366960525513,0.584932827949524,0.739002811908722,0.21798939406871795,0.545853590965271,0.39672579169273375,0.570241391658783,0.590707004070282,0.3085835874080658,0.501666,0.4114452064037323,0.5101347923278808,0.46125200390815735,0.556217587,0.3365168750286102,0.8230232000350952,0.6280570507049561,0.9049927353858948,0.40227519869804385,0.28574747443199155,0.2945618212223053,0.6026182174682617
2364.0,0.3116234004497528,0.5273223996162415,0.42715659737586975,0.76177,0.778042221069336,0.34281380772590636,0.4601136386394501,0.5143761038780212,0.5830775618553161,0.7374484181404114,0.21648819446563722,0.5433420419692994,0.39811539053916933,0.5706751942634583,0.5909669995307922,0.3094877004623413,0.5003879999999999,0.4119326055049896,0.5092463970184327,0.4605933427810669,0.5548047899999999,0.3345516860485077,0.826011598110199,0.6267671823501587,0.9050666570663453,0.40596259832382203,0.28531875014305114,0.3049038589000702,0.6012559533119202
2365.0,0.31183600425720215,0.5278030037879944,0.4271399974822998,0.761666,0.7778463959693909,0.342833012342453,0.45873305201530457,0.5123155117034912,0.5812222957611084,0.7358940243721008,0.21498699486255646,0.5408304929733276,0.39950498938560486,0.5711089968681335,0.5912269949913025,0.3103918135166168,0.49911,0.41242000460624695,0.5083580017089844,0.45993468165397644,0.553391993,0.33258649706840515,0.8289999961853027,0.6254773139953613,0.9051405787467957,0.4096499979496002,0.2848900258541107,0.3152458965778351,0.5998936891555786
2366.0,0.31190980076789854,0.5280336022377015,0.4271795988082886,0.7617558,0.7777637243270874,0.3428770124912262,0.456477677822113,0.510667359828949,0.5789109706878662,0.7336112141609192,0.21328759491443633,0.5384772300720215,0.40082399249076844,0.5709656000137329,0.591595196723938,0.31205250024795533,0.497442,0.4118496060371399,0.5077864050865173,0.4594096660614014,0.550505793,0.32367687225341796,0.830966591835022,0.6245855331420899,0.904623293876648,0.4162271976470947,0.2843971252441406,0.32538906335830686,0.5982352018356323
2367.0,0.311983597278595,0.5282642006874084,0.42721920013427733,0.7618456,0.7776810526847839,0.3429210126399994,0.4542223036289215,0.5090192079544067,0.5765996456146241,0.7313284039497375,0.21158819496631623,0.5361239671707153,0.40214299559593203,0.5708222031593323,0.5919633984565735,0.31371318697929385,0.495774,0.4112792074680328,0.5072148084640503,0.4588846504688263,0.547619593,0.31476724743843076,0.8329331874847412,0.6236937522888184,0.9041060090065003,0.42280439734458924,0.28390422463417053,0.3355322301387787,0.5965767145156861
2368.0,0.31205739378929137,0.5284947991371155,0.4272588014602661,0.7619353999999999,0.7775983810424805,0.34296501278877256,0.45196692943572997,0.5073710560798645,0.5742883205413818,0.7290455937385559,0.2098887950181961,0.5337707042694092,0.40346199870109556,0.5706788063049316,0.5923316001892089,0.3153738737106323,0.494106,0.4107088088989258,0.5066432118415832,0.4583596348762512,0.544733393,0.3058576226234436,0.8348997831344604,0.6228019714355468,0.9035887241363525,0.42938159704208373,0.28341132402420044,0.3456753969192505,0.5949182271957397
2369.0,0.3121311902999878,0.5287253975868225,0.42729840278625486,0.7620252,0.777515709400177,0.34300901293754577,0.4497115552425385,0.5057229042053223,0.5719769954681396,0.7267627835273742,0.208189395070076,0.531417441368103,0.40478100180625914,0.570535409450531,0.5926998019218445,0.3170345604419708,0.492438,0.41013841032981874,0.5060716152191163,0.45783461928367614,0.541847193,0.29694799780845643,0.8368663787841797,0.6219101905822754,0.9030714392662048,0.43595879673957827,0.28291842341423035,0.3558185636997223,0.5932597398757935
2370.0,0.3122049868106842,0.5289559960365295,0.42733800411224365,0.762115,0.7774330377578735,0.34305301308631897,0.4474561810493469,0.50407475233078,0.5696656703948975,0.7244799733161926,0.20648999512195587,0.5290641784667969,0.40610000491142273,0.5703920125961304,0.59306800365448,0.3186952471733093,0.49077,0.40956801176071167,0.5055000185966492,0.4573096036911011,0.538960993,0.28803837299346924,0.8388329744338989,0.6210184097290039,0.9025541543960571,0.44253599643707275,0.28242552280426025,0.3659617304801941,0.5916012525558472
2371.0,0.31226779222488404,0.5293045997619629,0.42705480456352235,0.762064,0.7773503661155701,0.34316681027412416,0.4435842752456665,0.5024265229701996,0.567138385772705,0.722491979598999,0.20465899705886842,0.5267461776733399,0.40715980529785156,0.5688202142715454,0.5935881972312927,0.3203560173511505,0.48909199999999997,0.4084830105304718,0.5048788189888,0.4566850781440735,0.5348275898,0.27912831902503965,0.8399513840675354,0.6202164888381958,0.9020368456840515,0.44802339673042296,0.28187533020973204,0.37610538601875304,0.5899426817893982
2372.0,0.3123305976390839,0.5296532034873962,0.42677160501480105,0.7620129999999999,0.7772676944732666,0.34328060746192934,0.4397123694419861,0.5007782936096191,0.5646111011505127,0.7205039858818054,0.20282799899578094,0.5244281768798829,0.4082196056842804,0.5672484159469604,0.5941083908081055,0.3220167875289917,0.48741399999999996,0.40739800930023196,0.5042576193809509,0.4560605525970459,0.5306941866,0.2702182650566101,0.8410697937011719,0.6194145679473877,0.9015195369720459,0.45351079702377317,0.28132513761520384,0.386249041557312,0.5882841110229492
2373.0,0.31239340305328367,0.5300018072128296,0.4264884054660797,0.761962,0.7771850228309631,0.3433944046497345,0.43584046363830564,0.4991300642490387,0.5620838165283203,0.7185159921646118,0.2009970009326935,0.5221101760864257,0.40927940607070923,0.5656766176223755,0.5946285843849182,0.3236775577068329,0.485736,0.40631300806999204,0.5036364197731018,0.4554360270500183,0.5265607834,0.26130821108818053,0.8421882033348084,0.6186126470565796,0.9010022282600403,0.45899819731712344,0.2807749450206757,0.396392697095871,0.5866255402565003
2374.0,0.3124562084674835,0.530350410938263,0.4262052059173584,0.761911,0.7771023511886597,0.34350820183753966,0.43196855783462523,0.49748183488845826,0.559556531906128,0.7165279984474182,0.199166002869606,0.5197921752929687,0.41033920645713806,0.5641048192977905,0.5951487779617309,0.3253383278846741,0.484058,0.4052280068397522,0.5030152201652527,0.4548115015029907,0.5224273802,0.252398157119751,0.8433066129684448,0.6178107261657715,0.9004849195480347,0.46448559761047364,0.28022475242614747,0.40653635263442994,0.5849669694900512
2375.0,0.31251901388168335,0.5306990146636963,0.4259220063686371,0.76186,0.7770196795463562,0.34362199902534485,0.4280966520309448,0.4958336055278778,0.5570292472839355,0.7145400047302246,0.19733500480651855,0.5174741744995117,0.4113990068435669,0.5625330209732056,0.5956689715385437,0.32699909806251526,0.48238,0.40414300560951233,0.5023940205574036,0.45418697595596313,0.518293977,0.2434881031513214,0.8444250226020813,0.6170088052749634,0.899967610836029,0.46997299790382385,0.27967455983161926,0.4166800081729889,0.5833083987236023
2376.0,0.31281101107597353,0.5310368061065673,0.4261872053146362,0.7619504,0.7764842748641968,0.3435926020145416,0.42252997159957884,0.49365983009338377,0.5539435386657715,0.7119350075721741,0.19521300494670868,0.5153068661689758,0.4118228077888489,0.5597704172134399,0.5959973812103272,0.3270136177539825,0.48092399999999996,0.4032906055450439,0.5014260172843933,0.4533572316169739,0.5142885806,0.23849937915802003,0.8452920198440552,0.6159145712852478,0.8998364806175232,0.47152639627456666,0.2790558100652954,0.42279155254364015,0.5809154629707336
2377.0,0.31310300827026366,0.5313745975494385,0.42645240426063535,0.7620408,0.7759488701820374,0.3435632050037384,0.4169632911682129,0.4914860546588898,0.5508578300476075,0.7093300104141236,0.1930910050868988,0.5131395578384399,0.4122466087341309,0.5570078134536743,0.5963257908821106,0.32702813744544984,0.479468,0.4024382054805756,0.500458014011383,0.45252748727798464,0.5102831842,0.23351065516471864,0.846159017086029,0.6148203372955322,0.8997053503990173,0.47307979464530947,0.27843706029897153,0.4289030969142914,0.578522527217865
2378.0,0.31339500546455384,0.5317123889923095,0.42671760320663454,0.7621312,0.7754134654998779,0.3435338079929352,0.4113966107368469,0.48931227922439574,0.5477721214294433,0.706725013256073,0.19096900522708893,0.5109722495079041,0.4126704096794128,0.5542452096939087,0.5966542005538941,0.3270426571369171,0.478012,0.40158580541610717,0.4994900107383728,0.45169774293899534,0.5062777878,0.22852193117141723,0.847026014328003,0.6137261033058167,0.8995742201805115,0.4746331930160522,0.2778183105326477,0.4350146412849426,0.5761295914649963
2379.0,0.31368700265884397,0.5320501804351807,0.4269828021526337,0.7622215999999999,0.7748780608177185,0.34350441098213197,0.405829930305481,0.48713850378990176,0.5446864128112793,0.7041200160980224,0.18884700536727905,0.5088049411773682,0.4130942106246948,0.5514826059341431,0.5969826102256774,0.3270571768283844,0.47655600000000004,0.4007334053516388,0.49852200746536257,0.4508679986000061,0.5022723914,0.22353320717811584,0.8478930115699768,0.612631869316101,0.8994430899620056,0.47618659138679503,0.27719956076632385,0.44112618565559386,0.5737366557121277
2380.0,0.31397899985313416,0.5323879718780518,0.4272480010986328,0.762312,0.7743426561355591,0.34347501397132874,0.400263249874115,0.4849647283554077,0.5416007041931152,0.7015150189399719,0.18672500550746918,0.5066376328468323,0.4135180115699768,0.5487200021743774,0.5973110198974609,0.3270716965198517,0.4751,0.3998810052871704,0.4975540041923523,0.45003825426101685,0.498266995,0.21854448318481445,0.8487600088119507,0.6115376353263855,0.8993119597434998,0.47773998975753784,0.276580811,0.4472377300262451,0.571343719959259
2381.0,0.31433039903640747,0.5322617769241333,0.4270925998687744,0.7623518,0.7738072752952576,0.3435658097267151,0.39353800415992735,0.4827910602092743,0.5384291529655456,0.6984262108802796,0.18431300520896912,0.5046878457069397,0.4133634090423584,0.546681797504425,0.5971606135368347,0.32708621621131895,0.47433400000000003,0.3995236039161682,0.49670600295066836,0.44913896918296814,0.4946083964,0.21355599761009217,0.8490876078605651,0.6102838397026062,0.8991808295249939,0.4771341919898987,0.27590737979999996,0.45334898829460146,0.5689509034156799
2382.0,0.3146817982196808,0.5321355819702148,0.426937198638916,0.7623916000000001,0.773271894454956,0.3436566054821014,0.38681275844573976,0.48061739206314086,0.5352576017379761,0.6953374028205872,0.18190100491046907,0.5027380585670471,0.41320880651474,0.5446435928344726,0.5970102071762085,0.32710073590278627,0.47356800000000004,0.399166202545166,0.49585800170898436,0.44823968410491943,0.4909497978,0.20856751203536988,0.8494152069091797,0.6090300440788269,0.899049699306488,0.4765283942222595,0.2752339486,0.45946024656295775,0.5665580868721009
2383.0,0.3150331974029541,0.5320093870162964,0.42678179740905764,0.7624314,0.7727365136146546,0.3437474012374878,0.3800875127315521,0.47844372391700746,0.5320860505104065,0.6922485947608947,0.17948900461196898,0.5007882714271545,0.41305420398712156,0.5426053881645203,0.5968598008155823,0.32711525559425353,0.472802,0.39880880117416384,0.4950100004673004,0.4473403990268707,0.4872911992,0.20357902646064757,0.8497428059577942,0.6077762484550476,0.8989185690879822,0.4759225964546204,0.2745605174,0.4655715048313141,0.5641652703285217
2384.0,0.3153845965862274,0.5318831920623779,0.42662639617919923,0.7624712,0.772201132774353,0.34383819699287416,0.3733622670173645,0.476270055770874,0.528914499282837,0.6891597867012024,0.17707700431346893,0.49883848428726196,0.41289960145950316,0.5405671834945679,0.5967093944549561,0.32712977528572085,0.472036,0.39845139980316163,0.49416199922561643,0.446441113948822,0.4836326006,0.1985905408859253,0.8500704050064087,0.6065224528312683,0.8987874388694763,0.4753167986869812,0.2738870862,0.4716827630996704,0.5617724537849427
2385.0,0.31573599576950073,0.5317569971084595,0.4264709949493408,0.762511,0.7716657519340515,0.3439289927482605,0.3666370213031769,0.4740963876247406,0.5257429480552673,0.68607097864151,0.17466500401496887,0.4968886971473694,0.41274499893188477,0.5385289788246155,0.5965589880943298,0.3271442949771881,0.47127,0.3980939984321594,0.4933139979839325,0.4455418288707733,0.479974002,0.193602055311203,0.8503980040550232,0.605268657207489,0.8986563086509705,0.47471100091934204,0.273213655,0.47779402136802673,0.5593796372413635
2386.0,0.3160277962684631,0.5318390011787415,0.42634299397468567,0.7623106000000001,0.7712292909622193,0.3439595937728882,0.3603545844554901,0.47182207703590395,0.5219674706459045,0.6823411822319031,0.17211840450763702,0.4950879395008087,0.4127507984638214,0.5390295863151551,0.596762192249298,0.3267010927200317,0.47049,0.397666996717453,0.4923089981079102,0.44450838565826417,0.477967203,0.19585975110530854,0.850812804698944,0.6042818784713745,0.8983148574829102,0.474466598033905,0.27250255365774534,0.4820504724979401,0.556956696510315
2387.0,0.31631959676742555,0.5319210052490234,0.4262149930000305,0.7621102000000001,0.770792829990387,0.34399019479751586,0.35407214760780337,0.46954776644706725,0.5181919932365417,0.6786113858222962,0.16957180500030516,0.493287181854248,0.41275659799575803,0.5395301938056946,0.5969653964042664,0.32625789046287534,0.46971,0.3972399950027466,0.4913039982318878,0.443474942445755,0.475960404,0.19811744689941407,0.851227605342865,0.60329509973526,0.8979734063148499,0.47422219514846803,0.27179145231549073,0.4863069236278534,0.5545337557792663
2388.0,0.31661139726638793,0.5320030093193054,0.42608699202537537,0.7619098,0.7703563690185546,0.34402079582214357,0.34778971076011655,0.4672734558582306,0.514416515827179,0.6748815894126892,0.16702520549297334,0.4914864242076874,0.4127623975276947,0.5400308012962342,0.5971686005592346,0.325814688205719,0.46893,0.39681299328804015,0.4902989983558655,0.4424414992332458,0.473953605,0.20037514269351958,0.8516424059867859,0.6023083209991456,0.8976319551467895,0.473977792263031,0.2710803509732361,0.49056337475776673,0.5521108150482178
2389.0,0.31690319776535036,0.5320850133895874,0.4259589910507202,0.7617094,0.7699199080467224,0.3440513968467712,0.3415072739124298,0.4649991452693939,0.5106410384178162,0.6711517930030823,0.16447860598564149,0.4896856665611267,0.41276819705963136,0.5405314087867736,0.5973718047142029,0.32537148594856263,0.46815,0.39638599157333376,0.4892939984798431,0.4414080560207367,0.471946806,0.20263283848762512,0.8520572066307068,0.601321542263031,0.8972905039787292,0.473733389377594,0.27036924963098147,0.49481982588768003,0.5496878743171691
