Database of Origin,MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB),MICA Files (USGS/RELAB)
1814.0,0.41453599333763125,0.1902028053998947,0.4245947957038879,0.740731,0.8318518280982972,0.33433679938316346,0.7253699898719788,0.7704694509506226,0.8145737648010254,0.8555267810821533,0.4579878032207489,0.8107283115386963,0.4712071895599365,0.8991060018539428,0.655080008506775,0.5725706219673157,0.530770194530487,0.6288222193717956,0.5187896013259887,0.7865890145301819,0.6634812474250793,0.8923903822898864,0.8006936073303222,0.905174994468689,0.7342863917350769,0.43592128163093263,0.5733816981315613,0.6909900546073914
1815.0,0.4142169952392578,0.19006900489330292,0.42499399185180664,0.74098,0.8318560719490051,0.3343279957771301,0.7257689833641052,0.7716084122657776,0.8153113722801208,0.8544449806213379,0.4584580063819885,0.8106698393821716,0.4713839888572693,0.89860600233078,0.6554830074310303,0.5723875164985657,0.5308319926261902,0.6287000179290771,0.518648624420166,0.786171019077301,0.663064181804657,0.8924049735069275,0.8002380132675171,0.9047294855117798,0.7341769933700562,0.43578284978866577,0.5726878046989441,0.6933258175849915
1816.0,0.4139917969703674,0.18982940316200256,0.4249635934829712,0.7406811999999999,0.8316365957260132,0.33417099714279175,0.7259851813316345,0.7720320820808411,0.8159152030944824,0.8533931851387024,0.45889360308647154,0.8105337738990783,0.4713607907295227,0.8987161993980408,0.6556722044944763,0.5722228288650513,0.5308011889457702,0.629058015346527,0.5186655640602111,0.7857446193695068,0.6623118638992309,0.8922955751419067,0.8001898050308227,0.9046470761299134,0.7340439915657043,0.43563827872276306,0.5712366819381713,0.6959558010101319
1817.0,0.41376659870147703,0.1895898014307022,0.42493319511413574,0.7403824,0.8314171195030212,0.33401399850845337,0.7262013792991638,0.7724557518959045,0.816519033908844,0.8523413896560669,0.4593291997909546,0.8103977084159851,0.4713375926017761,0.8988263964653015,0.6558614015579224,0.5720581412315369,0.5307703852653504,0.6294160127639771,0.5186825037002564,0.7853182196617127,0.661559545993805,0.8921861767768859,0.8001415967941284,0.9045646667480469,0.7339109897613525,0.43549370765686035,0.5697855591773987,0.6985857844352722
1818.0,0.4135414004325867,0.18935019969940187,0.4249027967453003,0.7400836,0.8311976432800293,0.333856999874115,0.7264175772666931,0.772879421710968,0.8171228647232056,0.8512895941734314,0.4597647964954376,0.8102616429328918,0.47131439447402956,0.8989365935325623,0.6560505986213684,0.5718934535980225,0.5307395815849304,0.629774010181427,0.5186994433403015,0.7848918199539184,0.6608072280883789,0.8920767784118653,0.8000933885574341,0.9044822573661804,0.7337779879570008,0.43534913659095764,0.568334436416626,0.7012157678604126
1819.0,0.4133162021636963,0.1891105979681015,0.42487239837646484,0.7397848,0.8309781670570373,0.3337000012397766,0.7266337752342225,0.7733030915260315,0.8177266955375672,0.8502377986907959,0.4602003931999207,0.8101255774497986,0.47129119634628297,0.899046790599823,0.6562397956848145,0.5717287659645081,0.5307087779045105,0.630132007598877,0.5187163829803467,0.7844654202461243,0.6600549101829529,0.8919673800468445,0.8000451803207398,0.9043998479843139,0.733644986152649,0.43520456552505493,0.5668833136558533,0.7038457512855529
1820.0,0.4130910038948059,0.18887099623680115,0.4248420000076294,0.739486,0.8307586908340454,0.33354300260543823,0.7268499732017517,0.773726761341095,0.8183305263519287,0.8491860032081604,0.4606359899044037,0.8099895119667053,0.4712679982185364,0.8991569876670837,0.6564289927482605,0.5715640783309937,0.5306779742240906,0.6304900050163269,0.5187333226203918,0.7840390205383301,0.6593025922775269,0.8918579816818237,0.7999969720840454,0.9043174386024475,0.7335119843482971,0.4350599944591522,0.5654321908950806,0.7064757347106934
1821.0,0.41286060214042664,0.18895119726657866,0.4253678023815155,0.740024,0.8305392146110535,0.333609801530838,0.7267067790031433,0.7741504311561584,0.8187602162361145,0.8478554010391235,0.4609607934951782,0.8098308086395264,0.4710781991481781,0.8993251919746399,0.6560499906539917,0.5713993787765503,0.5305173754692077,0.630046808719635,0.518722927570343,0.7841406106948853,0.6585502743721008,0.8921463847160339,0.7996859788894654,0.9042350292205811,0.7332501888275147,0.4348757088184357,0.5639810681343078,0.7091057300567627
1822.0,0.41263020038604736,0.1890313982963562,0.4258936047554016,0.7405619999999999,0.8303197383880615,0.3336766004562378,0.7265635848045349,0.7745741009712219,0.8191899061203003,0.8465247988700867,0.46128559708595274,0.8096721053123475,0.47088840007781985,0.899493396282196,0.655670988559723,0.5712346792221069,0.5303567767143249,0.6296036124229432,0.5187125325202941,0.7842422008514405,0.6577979564666748,0.8924347877502441,0.7993749856948853,0.9041526198387146,0.7329883933067322,0.43469142317771914,0.5625299453735352,0.711735725402832
1823.0,0.4123997986316681,0.18911159932613372,0.4264194071292877,0.7411,0.8301002621650696,0.33374339938163755,0.7264203906059266,0.7749977707862854,0.8196195960044861,0.8451941967010498,0.4616104006767273,0.8095134019851684,0.4706986010074615,0.8996616005897522,0.6552919864654541,0.5710699796676636,0.5301961779594422,0.6291604161262512,0.5187021374702454,0.7843437910079956,0.6570456385612488,0.8927231907844544,0.7990639925003051,0.9040702104568481,0.7327265977859497,0.43450713753700254,0.5610788226127624,0.7143657207489014
1824.0,0.4121693968772888,0.18919180035591127,0.42694520950317383,0.7416379999999999,0.8298807859420776,0.33381019830703734,0.7262771964073181,0.7754214406013489,0.8200492858886719,0.843863594532013,0.46193520426750184,0.8093546986579895,0.47050880193710326,0.8998298048973083,0.6549129843711853,0.5709052801132202,0.5300355792045593,0.6287172198295593,0.5186917424201966,0.7844453811645508,0.6562933206558228,0.8930115938186646,0.7987529993057251,0.9039878010749817,0.7324648022651672,0.434322851896286,0.5596276998519898,0.7169957160949707
1825.0,0.41193899512290955,0.18927200138568878,0.42747101187705994,0.742176,0.8296613097190857,0.33387699723243713,0.7261340022087097,0.7758451104164124,0.8204789757728577,0.8425329923629761,0.46226000785827637,0.8091959953308105,0.470319002866745,0.8999980092048645,0.6545339822769165,0.5707405805587769,0.5298749804496765,0.6282740235328674,0.5186813473701477,0.784546971321106,0.6555410027503967,0.8932999968528748,0.798442006111145,0.9039053916931152,0.7322030067443848,0.43413856625556946,0.558176577091217,0.71962571144104
1826.0,0.41166539788246154,0.18891260027885437,0.42727341055870055,0.7416828,0.8293975591659546,0.33388099670410154,0.7260042071342468,0.7755409479141235,0.8208050966262818,0.8399829983711242,0.46234760880470277,0.8090261936187744,0.4704576015472412,0.8999604105949401,0.6552303910255433,0.5706296801567078,0.5302253842353821,0.628446614742279,0.5185431361198425,0.7834597826004028,0.6559265613555908,0.8928381919860839,0.7981014013290405,0.9042880058288574,0.7321318030357361,0.43395085334777833,0.5577376365661622,0.7208580732345581
1827.0,0.4113918006420135,0.18855319917201996,0.42707580924034116,0.7411896,0.8291338086128235,0.333884996175766,0.725874412059784,0.7752367854118347,0.8211312174797059,0.8374330043792725,0.4624352097511292,0.8088563919067383,0.4705962002277374,0.8999228119850159,0.6559267997741699,0.5705187797546387,0.5305757880210876,0.6286192059516906,0.5184049248695374,0.7823725938796997,0.6563121199607849,0.8923763871192932,0.797760796546936,0.9046706199645996,0.7320605993270874,0.4337631404399872,0.5572986960411072,0.7220904350280761
1828.0,0.4111182034015656,0.18819379806518555,0.42687820792198183,0.7406963999999999,0.8288700580596924,0.3338889956474304,0.725744616985321,0.7749326229095459,0.8214573383331298,0.8348830103874206,0.4625228106975555,0.8086865901947021,0.47073479890823366,0.8998852133750915,0.6566232085227967,0.5704078793525695,0.5309261918067932,0.6287917971611023,0.5182667136192322,0.7812854051589966,0.656697678565979,0.8919145822525024,0.7974201917648316,0.9050532341003418,0.7319893956184387,0.433575427532196,0.5568597555160523,0.7233227968215943
1829.0,0.41084460616111756,0.18783439695835114,0.42668060660362245,0.7402032,0.8286063075065613,0.33389299511909487,0.7256148219108581,0.7746284604072571,0.8217834591865539,0.8323330163955689,0.4626104116439819,0.8085167884826661,0.47087339758872987,0.8998476147651673,0.6573196172714233,0.5702969789505005,0.5312765955924987,0.6289643883705139,0.518128502368927,0.7801982164382935,0.6570832371711731,0.8914527773857117,0.7970795869827271,0.905435848236084,0.73191819190979,0.4333877146244049,0.5564208149909973,0.7245551586151123
1830.0,0.41057100892066956,0.18747499585151672,0.42648300528526306,0.73971,0.8283425569534302,0.3338969945907593,0.7254850268363953,0.7743242979049683,0.822109580039978,0.829783022403717,0.4626980125904083,0.8083469867706299,0.4710119962692261,0.8998100161552429,0.65801602602005,0.5701860785484314,0.5316269993782043,0.6291369795799255,0.5179902911186218,0.7791110277175903,0.6574687957763672,0.8909909725189209,0.7967389822006226,0.9058184623718262,0.7318469882011414,0.43320000171661377,0.5559818744659424,0.7257875204086304
1831.0,0.41005300879478457,0.18730999529361725,0.4265070021152496,0.7401362,0.8280788064002991,0.33391059637069703,0.7253552198410034,0.7740201354026794,0.8220613956451416,0.8264190196990967,0.4628446102142334,0.8081221222877503,0.47114579677581786,0.8992664098739624,0.6582876205444336,0.5700751781463623,0.5316624045372009,0.6290085792541504,0.5179172396659851,0.7781676173210144,0.6578543424606323,0.8908707737922669,0.7965421915054322,0.9062010884284973,0.7318513870239258,0.43294742703437805,0.5555429339408875,0.7270198941230774
1832.0,0.4095350086688995,0.18714499473571777,0.4265309989452362,0.7405624,0.827815055847168,0.3339241981506348,0.7252254128456116,0.7737159729003906,0.8220132112503051,0.8230550169944764,0.46299120783805847,0.8078972578048706,0.47127959728240965,0.8987228035926819,0.6585592150688171,0.5699642777442933,0.5316978096961975,0.6288801789283752,0.5178441882133484,0.7772242069244385,0.6582398891448975,0.8907505750656128,0.7963454008102417,0.9065837144851685,0.7318557858467102,0.43269485235214233,0.5551039934158325,0.7282522678375244
1833.0,0.40901700854301454,0.1869799941778183,0.42655499577522277,0.7409886,0.8275513052940369,0.3339377999305725,0.7250956058502197,0.7734118103981018,0.8219650268554688,0.8196910142898559,0.46313780546188354,0.8076723933219909,0.4714133977890015,0.8981791973114014,0.6588308095932007,0.5698533773422241,0.5317332148551941,0.6287517786026001,0.5177711367607116,0.7762807965278625,0.6586254358291626,0.8906303763389587,0.7961486101150512,0.9069663405418396,0.7318601846694947,0.4324422776699066,0.5546650528907776,0.7294846415519715
1834.0,0.4084990084171295,0.18681499361991882,0.4265789926052094,0.7414147999999999,0.8272875547409058,0.33395140171051024,0.7249657988548279,0.773107647895813,0.8219168424606323,0.8163270115852356,0.4632844030857086,0.8074475288391113,0.4715471982955933,0.8976355910301208,0.6591024041175843,0.569742476940155,0.5317686200141907,0.6286233782768249,0.5176980853080749,0.7753373861312867,0.6590109825134277,0.8905101776123047,0.7959518194198608,0.9073489665985107,0.731864583492279,0.4321897029876709,0.5542261123657226,0.7307170152664184
1835.0,0.4079810082912445,0.18664999306201935,0.4266029894351959,0.741841,0.8270238041877747,0.333965003490448,0.724835991859436,0.7728034853935242,0.8218686580657959,0.8129630088806152,0.4634310007095337,0.8072226643562317,0.47168099880218506,0.8970919847488403,0.6593739986419678,0.5696315765380859,0.5318040251731873,0.6284949779510498,0.5176250338554382,0.7743939757347107,0.6593965291976929,0.8903899788856506,0.7957550287246704,0.9077315926551819,0.7318689823150635,0.4319371283054352,0.5537871718406677,0.7319493889808655
1836.0,0.40794460773468016,0.18642359375953674,0.4270773887634277,0.7418937999999999,0.8271197557449341,0.33390380144119264,0.7244075894355774,0.7717504978179932,0.8215974926948547,0.8070066094398498,0.46306740045547484,0.8068469047546387,0.47146040201187134,0.8972001910209656,0.6588914036750794,0.5694461703300476,0.531763219833374,0.6277827858924866,0.5175282239913941,0.7743143796920776,0.6591012716293335,0.8898799777030945,0.7954290270805359,0.9074668645858764,0.7315923810005188,0.4316359877586365,0.5556861877441406,0.7316980361938477
1837.0,0.4079082071781158,0.18619719445705413,0.42755178809165956,0.7419466,0.8272157073020935,0.3338425993919373,0.7239791870117187,0.7706975102424621,0.8213263273239135,0.8010502099990845,0.462703800201416,0.8064711451530456,0.4712398052215576,0.8973083972930909,0.658408808708191,0.5692607641220093,0.5317224144935608,0.6270705938339234,0.5174314141273498,0.7742347836494445,0.6588060140609742,0.8893699765205383,0.7951030254364013,0.907202136516571,0.7313157796859742,0.4313348472118378,0.5575852036476135,0.7314466834068298
1838.0,0.40787180662155154,0.18597079515457154,0.42802618741989135,0.7419994,0.827311658859253,0.33378139734268186,0.7235507845878602,0.7696445226669312,0.8210551619529725,0.7950938105583191,0.4623401999473572,0.8060953855514527,0.4710192084312439,0.897416603565216,0.6579262137413024,0.5690753579139709,0.5316816091537475,0.6263584017753601,0.5173346042633057,0.7741551876068116,0.6585107564926147,0.8888599753379822,0.7947770237922669,0.9069374084472657,0.7310391783714294,0.43103370666503904,0.5594842195510864,0.731195330619812
1839.0,0.4078354060649872,0.18574439585208893,0.4285005867481232,0.7420522,0.8274076104164123,0.3337201952934265,0.7231223821640015,0.7685915350914001,0.8207839965820313,0.7891374111175538,0.46197659969329835,0.8057196259498596,0.4707986116409302,0.8975248098373413,0.657443618774414,0.5688899517059326,0.5316408038139343,0.6256462097167969,0.5172377943992614,0.7740755915641785,0.6582154989242553,0.888349974155426,0.7944510221481323,0.9066726803779602,0.7307625770568847,0.43073256611824035,0.5613832354545594,0.7309439778327942
1840.0,0.40779900550842285,0.18551799654960632,0.428974986076355,0.742105,0.8275035619735718,0.33365899324417114,0.7226939797401428,0.7675385475158691,0.8205128312110901,0.7831810116767883,0.4616129994392395,0.8053438663482666,0.47057801485061646,0.8976330161094666,0.6569610238075256,0.5687045454978943,0.5315999984741211,0.6249340176582336,0.5171409845352173,0.7739959955215454,0.657920241355896,0.8878399729728699,0.7941250205039978,0.9064079523086548,0.7304859757423401,0.43043142557144165,0.5632822513580322,0.7306926250457764
1841.0,0.40771740674972534,0.18538359701633453,0.42915278673171997,0.742282,0.8275995135307312,0.3336825966835022,0.7220457792282104,0.7664855599403382,0.8196287155151367,0.7783424139022828,0.46124039888381957,0.8049758195877075,0.47045021057128905,0.8974568128585816,0.6568756222724914,0.568519139289856,0.5311936020851136,0.6246140122413635,0.5173864960670471,0.7731889963150025,0.6576249957084656,0.8876907825469971,0.793280017375946,0.9061432242393493,0.7301169753074646,0.42995741963386536,0.5651812553405762,0.7304412841796875
1842.0,0.40763580799102783,0.18524919748306273,0.42933058738708496,0.742459,0.8276954650878906,0.33370620012283325,0.7213975787162781,0.7654325723648071,0.8187445998191833,0.7735038161277771,0.46086779832839964,0.8046077728271485,0.47032240629196165,0.8972806096076965,0.6567902207374573,0.5683337330818177,0.5307872056961059,0.6242940068244934,0.517632007598877,0.7723819971084595,0.6573297500610351,0.8875415921211243,0.7924350142478943,0.9058784961700439,0.7297479748725891,0.42948341369628906,0.5670802593231201,0.7301899433135987
1843.0,0.4075542092323303,0.18511479794979097,0.42950838804244995,0.7426360000000001,0.8277914166450501,0.3337298035621643,0.7207493782043457,0.7643795847892761,0.81786048412323,0.7686652183532715,0.46049519777297976,0.8042397260665893,0.4701946020126343,0.8971044063568115,0.6567048192024231,0.5681483268737793,0.5303808093070984,0.6239740014076233,0.5178775191307068,0.7715749979019165,0.6570345044136048,0.8873924016952515,0.7915900111198425,0.9056137681007386,0.7293789744377136,0.42900940775871277,0.5689792633056641,0.7299386024475097
1844.0,0.4074726104736328,0.18498039841651917,0.42968618869781494,0.7428130000000001,0.8278873682022094,0.33375340700149536,0.7201011776924133,0.7633265972137451,0.8169763684272766,0.7638266205787658,0.4601225972175598,0.8038716793060303,0.4700667977333069,0.8969282031059265,0.656619417667389,0.567962920665741,0.5299744129180908,0.6236539959907532,0.5181230306625366,0.7707679986953735,0.6567392587661743,0.8872432112693787,0.7907450079917908,0.9053490400314331,0.7290099740028382,0.4285354018211365,0.570878267288208,0.7296872615814209
